"Id","Material","Title","Genre","Department","Subject","Language","Publisher","Author","Year","Isbn Code"
"1232","Class Notes","DMGT-106 (Managing Human Elements at Work)","Business and Management","Human Resource Management/Development","Personnel Management & Industrial Relations","English","Vinra Publishers","SIM Material series","2019","DE01VIN133"
"1231","Class Notes","DMGT-106 (Managing Human Elements at Work)(1)","Business and Management","Human Resource Management/Development","Human Resource Management","English","Vinra Publishers","SIM Material series","2019","DE01VIN132"
"1230","Class Notes","DCAP-608(Real Time System)","Computer Science & Engineering/Information Technology","Advanced Computing Subjects","Advanced Computing","English","Vinra Publishers","SIM Material series","2019","DE01VIN131"
"1229","Class Notes","Real Time System","Computer Science & Engineering/Information Technology","Advanced Computing Subjects","Advanced Computing","English","Vinra Publishers","SIM Material series","2019","DE01VIN130"
"1228","Class Notes","Wireless System","Engineering and Technology","Electronics and Telecommunications Engineering","Wireless Communications","English","Vinra Publishers","SIM Material series","2019","DE01VIN129"
"1227","Class Notes","Wireless System","Computer Science & Engineering/Information Technology","Computer Networking and Networks","Computer Network Management","English","Vinra Publishers","SIM Material series","2019","DE01VIN128"
"1226","Class Notes","Multimedia System","Computer Science & Engineering/Information Technology","Web Design and Web Development","Multimedia And Webpage Design","English","Vinra Publishers","SIM Material series","2019","DE01VIN127"
"1225","Class Notes","Multimedia System","Computer Science & Engineering/Information Technology","Computer Hardware","Computer Enginerrng Technology","English","Vinra Publishers","SIM Material series","2019","DE01VIN126"
"1224","Class Notes","Workshop on Computer Hardware and Network","Computer Science & Engineering/Information Technology","Computer Hardware","Computer Organization","English","Vinra Publishers","SIM Material series","2019","DE01VIN125"
"1223","Class Notes","Business Intelligence","Business and Management","Systems/Information Technology Management","Business Intelligence/ERP/E-commerce","English","Vinra Publishers","SIM Material series","2019","DE01VIN124"
"1222","Class Notes","Business Intelligence","Computer Science & Engineering/Information Technology","Business Intelligence/ ERP","Business Intelligence","English","Vinra Publishers","SIM Material series","2019","DE01VIN123"
"1221","Class Notes","Lab on Operating system Tools","Computer Science & Engineering/Information Technology","Operating System/ system Software","Operating Systems","English","Vinra Publishing","SIM Material series","2019","DE01VIN122"
"1220","Class Notes","Cloud Computing","Computer Science & Engineering/Information Technology","Advanced Computing Subjects","Cloud Computing","English","Vinra Publishers","SIM Material series","2019","DE01VIN121"
"1219","Class Notes","Exposer to Computer Disciple","Business and Management","Systems/Information Technology Management","Information Technology Management","English","Vinra Publishers","SIM Material series","2019","DE01VIN120"
"1217","Class Notes","Basic Computer Skills","Computer Science & Engineering/Information Technology","Core Subjects (Covering Mathematics. Electrical and Electronics Subjects)","Computer Fundamental","English","Vinra Publishers","SIM Material series","2019","DE01VIN119"
"1216","Class Notes","Fundamentals of Web Programming","Computer Science & Engineering/Information Technology","Web Design and Web Development","Web Technology","English","Vinra Publishers","SIM Material series","2014","DE01VIN118"
"1215","Class Notes","Operating System","Computer Science & Engineering/Information Technology","Operating System/ system Software","Operating Systems","English","Vinra Publishing","SIM Material series","2014","DE01VIN117"
"1214","Class Notes","Introduction to Microprocessors","Computer Science & Engineering/Information Technology","Core Subjects (Covering Mathematics. Electrical and Electronics Subjects)","CAPD 210 Introduction to Microprocessors","English","Vinra Publishers","SIM Material series","2014","DE01VIN116"
"1213","Class Notes","Data Structure","Computer Science & Engineering/Information Technology","Programming Languages","Data Structure","English","Vinra Publishers","SIM Material series","2014","DE01VIN115"
"1212","Class Notes","Data Structure Final","Computer Science & Engineering/Information Technology","Programming Languages","Data Structure","English","Vinra Publishers","SIM Material series","2014","DE01VIN114"
"1211","Class Notes","Computer Applications","Computer Science & Engineering/Information Technology","Business Intelligence/ ERP","Computer Applications in Business","English","Vinra Publishers","SIM Material series","2014","DE01VIN113"
"1210","Class Notes","Quantitative Techniques","Engineering and Technology","Industrial & Production Engineering","Applied Industrial Engg & Production Management","English","Vinra Publishers","SIM Material series","2014","DE01VIN112"
"1209","Class Notes","Production and Operation Management","Engineering and Technology","Industrial & Production Engineering","Applied Industrial Engg & Production Management","English","Vinra Publishers","SIM Material series","2014","DE01VIN111"
"1207","Class Notes","Management of Marketing and Communication","Business and Management","Marketing and Sales Management","Marketing Communication & Public Relation","English","Vinra Publishers","SIM Material series","2017","DE01VIN109"
"1206","Class Notes","Human Resource Management","Business and Management","Human Resource Management/Development","Human Resource management in Small Business","English","Vinra Publishers","SIM Material series","2017","DE01VIN108"
"1205","Class Notes","Entreprenurship and small Business management","Business and Management","General Management & Strategic Management","Entrepreneurship & Small Business Management","English","Vinra Publishers","SIM Material series","207","DE01VIN107"
"1204","Class Notes","Total Quality Management","Business and Management","Operations Management/Supply chain Strategy","Total Quality Management","English","Vinra Publishers","SIM Material series","2015","DE01VIN106"
"1203","Class Notes","Purchase and Material Management","Business and Management","Operations Management/Supply chain Strategy","Materials Management","English","Vinra Publishers","SIM Material series","2014","DE01VIN105"
"1202","Class Notes","Production Planning and Control","Business and Management","Operations Management/Supply chain Strategy","Production and Operations Management","English","Vinra Publishers","SIM Material series","2014","DE01VIN104"
"1201","Class Notes","Inventory Management","Business and Management","Operations Management/Supply chain Strategy","Materials Management","English","Vinra Publishers","SIM Material series","2015","DE01VIN103"
"1200","Class Notes","Service Marketing","Business and Management","Marketing and Sales Management","Services Marketing","English","Vinra Publishers","SIM Material series","2014","DE01VIN102"
"1199","Class Notes","Sales & Distribution Management","Business and Management","Marketing and Sales Management","Sales and Distribution Management","English","Vinra Publishers","SIM Material series","2017","DE01VIN101"
"1198","Class Notes","Retail Marketing","Business and Management","Marketing and Sales Management","Retail Marketing","English","Vinra Publishers","SIM Material series","2017","DE01VIN100"
"1197","Class Notes","Product & Brand Management","Business and Management","Marketing and Sales Management","Product and Brand Management","English","Vinra Publishers","SIM Material series","2017","DE01VIN099"
"1196","Class Notes","Consumer Behaviour","Business and Management","Marketing and Sales Management","Consumer Behaviour","English","Vinra Publishers","SIM Material series","2017","DE01VIN098"
"1195","Class Notes","Training and Development","Business and Management","Human Resource Management/Development","Training and Development","English","Vinra Publishers","SIM Material series","2017","DE01VIN097"
"1194","Class Notes","Organization Development and Change","Business and Management","Organization Behavior/ Development","Organizational Development/Management and Change","English","Vinra Publishers","SIM Material series","2017","DE01VIN096"
"1193","Class Notes","Human Resource Development","Business and Management","Human Resource Management/Development","Human Resource Development","English","Vinra Publishers","SIM Material series","2017","DE01VIN095"
"1192","Class Notes","Compensation System Administration","Business and Management","Human Resource Management/Development","Compensation management","English","Vinra Publishers","SIM Material series","2017","DE01VIN094"
"1191","Class Notes","Working Capital Management","Business and Management","Finance & Investments Management","Financial Management for small business","English","Vinra Publishers","SIM Material series","2014","DE01VIN093"
"1190","Class Notes","Security Analysis And Portfolio Management","Business and Management","Finance & Investments Management","Security Analysis and Portfolio Management","English","Vinra Publishers","SIM Material series","2015","DE01VIN092"
"1189","Class Notes","Management Control System MBAFM-105","Business and Management","Finance & Investments Management","Management Control System","English","Vinra Publishers","SIM Material series","2017","DE01VIN091"
"1188","Class Notes","MBAFM-102: Financial Institutional & Services","Business and Management","Finance & Investments Management","Financial Markets and Institutions","English","Vinra Publishers","SIM Material series","2017","DE01VIN090"
"1187","Class Notes","System Analysis And Design","Computer Science & Engineering/Information Technology","Software Design/ Engineering and Testing","System Analysis And Design","English","Vinra Publishers","SIM Material series","2017","DE01VIN089"
"1186","Class Notes","RDBMS-MCA-302","Computer Science & Engineering/Information Technology","Database Design & Development/Advance Databases","RDBMS","English","Vinra Publishers","SIM","2014","DE01VIN088"
"1185","Class Notes","Problem Solving with C","Computer Science & Engineering/Information Technology","Programming Languages","C, C++ & Object Oriented Programming","English","Vinra Publishers","SIM Material series","2014","DE01VIN087"
"1184","Class Notes","PC Software","Computer Science & Engineering/Information Technology","Computer Hardware","Computer Organization and Assembly Language Programming","English","Vinra Publishers","SIM Material series","2014","DE01VIN085"
"1183","Class Notes","Operating Sytem Principles","Computer Science & Engineering/Information Technology","Operating System/ system Software","Operating Systems","English","Vinra Publishing","SIM Material series","2017","DE01VIN086"
"1181","Class Notes","Object Oriented Programming Using C++","Computer Science & Engineering/Information Technology","Programming Languages","C, C++ & Object Oriented Programming","English","Vinra Publishers","SIM Material series","2017","DE01VIN084"
"1180","Class Notes","Computer Fundamental","Computer Science & Engineering/Information Technology","Core Subjects (Covering Mathematics. Electrical and Electronics Subjects)","Computer Fundamental","English","Vinra Publishers","SIM Material series","2017","DE01VIN083"
"1178","Class Notes","Corporate Management for BBA","Business and Management","Systems/Information Technology Management","Introduction to Informaton Technology","English","Vinra Publishing","SIM Material series","2017","DE01VIN049"
"1177","Class Notes","Strategic Management for BBA","Business and Management","General Management & Strategic Management","Business Policy and Strategic Management","English","Vinra Publishing","SIM Material series","2017","DE01VIN081"
"1176","Class Notes","Management Information System for BBA","Business and Management","Systems/Information Technology Management","Management Information System","English","Vinra Publishing","SIM Material series","2017","DE01VIN080"
"1174","Books","Simulation and Modeling","Computer Science & Engineering/Information Technology","Software Design/ Engineering and Testing","Simulation and Modeling","English","Vinra Publishers","Computer Science Series","2014","CS01VIN087"
"1173","Books","Secretarial and Business Management","Vocational Education","Secretarial Practice","Secretarial and Business Management","English","Vinra Publishers","Computer Science Series","2014","CS01VIN018"
"1172","Books","Satellite Communication Systems","Engineering and Technology","Electronics and Telecommunications Engineering","Mobile and Satellite Communication Systems","English","Vinra Publishers","Computer Science Series","2014","CS01VIN014"
"1171","Books","VLSI Design","Engineering and Technology","Electronics and Telecommunications Engineering","VLSI Circuits/ CMOS VLSI Deisgn","English","Vinra Publishers","Computer Science Series","2014","CS01VIN013"
"1170","Books","Operating system","Computer Science & Engineering/Information Technology","Operating System/ system Software","Operating Systems","English","Vinra Publishers","Computer Science Series","2015","CS01VIN012"
"1169","Books","Networking Skills","Computer Science & Engineering/Information Technology","Computer Networking and Networks","Network Administration/Routing & Switching Technologies","English","Vinra Publishers","Computer Science Series","2015","CS01VIN011"
"1168","Books","Network Administration","Computer Science & Engineering/Information Technology","Computer Networking and Networks","Data Communication and Computer Networks","English","Vinra Publishers","Computer Science Series","2014","CS01VIN007"
"1167","Books","Exchange Server 2007-2010","Computer Science & Engineering/Information Technology","Computer Networking and Networks","Exchange Server 2007-2010","English","Vinra Publishers","Computer Science Series","2014","CS01VIN006"
"1166","Books","Digital communications","Engineering and Technology","Electronics and Telecommunications Engineering","Digital Communications","English","Vinra Publishers","Computer Science Series","2014","CS01VIN005"
"1164","Books","Managerial Economics","Business and Management","Economics-BM","Managerial Economics","English","Vinra Publishing","Business and Management series","2014","BM01VIN092"
"1163","Books","Principal and practices of Insurance","Banking & Insurance","Insurance","Principal and practices of Insurance","English","Vinra Publishers","Business and Management series","2013","BM01VIN096"
"1162","Books","Personnel Management Concept","Business and Management","Human Resource Management/Development","Personnel Management & Industrial Relations","English","Vinra Publishers","Business and Management series","2013","BM01VIN089"
"1161","Books","Material Management","Engineering and Technology","Industrial & Production Engineering","Applied Industrial Engg & Production Management","English","Vinra Publishers","Business and Management series","2013","BM01VIN088"
"1160","Books","Human Capital Management in organizations","Business and Management","Human Resource Management/Development","Human Resource Management","English","Vinra Publishers","Business and Management series","2014","BM01VIN087"
"1159","Books","Facility Design and Management","Vocational Education","Facilities Vertical","Facilities Management","English","Vinra Publishers","Business & Managment series","2014","BM01VIN086"
"1158","Books","Customer Service Management","Vocational Education","Facilities Vertical","Facilities Management","English","Vinra Publishers","Business and Management series","2014","BM01VIN085"
"1157","Books","Buying & Merchandising","Vocational Education","Retail","Buying and Merchandising","English","Vinra Publishers","Business and Management series","2015","BM01VIN084"
"1156","Books","Banking Basics","Banking & Insurance","Banking","Banking Basics","English","Vinra Publishers","Text book series","2015","BM01VIN083"
"1155","Books","Fundamentals Of Facilities Management","Vocational Education","Facilities Vertical","Facilities Management","English","Vinra Publishers","Business and Management series","2014","BM01VIN082"
"1154","Books","Financial Accounting BBA","Business and Management","Accounting/Corporate Accounting & Auditing","Financial Accounting","English","Vinra Publishers","Business and Management series","2014","BM01VIN080"
"1152","Books","Executive Communication","Business and Management","Family Business Management","Family Business","English","Vinra Publishers","Business and Management series","2013","BM01VIN076"
"1151","Books","Evaluation Of Global Business BBA","Business and Management","International Business Management","International Business","English","Vinra Publishers","Business and Management series","2014","BM01VIN075"
"1150","Books","Destination Marketing and Management","Business and Management","Marketing and Sales Management","Services Marketing","English","Vinra Publishers","Business and Management series","2015","BM01VIN069"
"1149","Books","Cosmetology and Beauty Parlour Management","Vocational Education","Cosmetology/Jewellery Design/Plumbing/Tailoring/Floristry","Health and Beauty Studies","English","Vinra Publishers","Business and Management series","2015","BM01VIN064"
"1148","Books","Computer Fundamentals and  DBMS BBA","Computer Science & Engineering/Information Technology","Database Design & Development/Advance Databases","Database Management Systems (DBMS)","English","Vinra Publishers","Skill India Vocational Series","2014","BM01VIN044"
"1147","Books","Computer Fundamental","Business and Management","Systems/Information Technology Management","Introduction to Informaton Technology","English","Vinra Publishers","Business and Management series","2013","BM01VIN042"
"1146","Books","Basics of Management & Its Application","Business and Management","General Management & Strategic Management","Entrepreneurship & Small Business Management","English","Vinra Publishers","Business and Management series","2014","BM01VIN001"
"1145","Books","Essentials of Etreprenurship","Vocational Education","Skill Development And Entreprenurship","Essentials of Entreprenurship","English","Vinra Publishers","Skill India Vocational Series","2014","VC01VIN130"
"1144","Books","Perspective On Indian Tourism","Vocational Education","Travel and Tourism","Basics of Tourism","English","Vinra Publishers","Skill India Vocational Series","2014","VC01VIN129"
"1142","Books","Travel Agency and Tour Operations","Vocational Education","Travel and Tourism","Travel Agency and Tour Operations","English","Vinra Publishers","Skill India Vocational Series","2014","VC01VIN119"
"1141","Books","Training Manpower for Cruising and Ship Industry","Vocational Education","Cruise-Management","Training Manpower for Cruising and Ship Industry","English","Vinra Publishers","Skill India Vocational Series","2014","VC01VIN125"
"1140","Books","Tourism Product & Service Part II","Vocational Education","Travel and Tourism","Tourism Product & Services Part II","English","Vinra Publishers","Skill India Vocational Series","2014","VC01VIN124"
"1139","Books","Tourism Product & Service Part I","Vocational Education","Travel and Tourism","Tourism Product & Service Part I","English","Vinra Publishers","Skill India Vocational Series","2014","VC01VIN123"
"1138","Books","Tourism Policy in India","Vocational Education","Travel and Tourism","Tourism Policy in India","English","Vinra Publishers","Skill India Vocational Series","2014","VC01VIN122"
"1137","Books","Tourism Management","Vocational Education","Travel and Tourism","Tourism Management","English","Vinra Publishers","Skill India Vocational Series","2014","VC01VIN121"
"1136","Books","Tourism Industry Profile","Vocational Education","Travel and Tourism","Tourism Industry Profile","English","Vinra Publishers","Skil India vocational series","2014","VC01VIN001"
"1135","Books","Sustainable Tourism","Student Engagement/Enrichment & Life Skills","Social Inclusiveness & Sustainability","Corporate Governance and social responsibility","English","Vinra Publishers","Skill India Vocational Series","2014","VC01VIN101"
"1134","Books","Small Food Service Venture","Vocational Education","Catering And Restaurant","Small Food Service Venture","English","Vinra Publishers","Skill India Vocational Series","2015","VC01VIN100"
"1133","Books","Resort Management","Vocational Education","Resort-Management","Resort Management","English","Vinra Publishers","Skill India Vocational Series","2014","VC01VIN098"
"1132","Books","Role of Information Technology in Front Office","Vocational Education","Frontoffice","Role of Information Technology in Front Office","English","Vinra Publishers","Skill India Vocational Series","2015","VC01VIN094"
"1131","Books","Priinciples of Hospital Management","Vocational Education","Hospitality & Hotel-Management","Priinciples of Hospital Management","English","Vinra Publishers","Skill India Vocational Series","2014","VC01VIN093"
"1130","Books","Principles of Food Beverage and Labor Cost control","Vocational Education","Hospitality & Hotel-Management","Food Beverage and Labor Cost control","English","Vinra Publishers","Skill India Vocational Series","2014","VC01VIN116"
"1129","Books","Port & Terminal Management","Vocational Education","Cruise-Management","Port & Terminal Management","English","Vinra Publishers","Skill India Vocational Series","2014","VC01VIN090"
"1128","Books","Housekeeping and Laundry Operations","Vocational Education","House-keeping","Housekeeping and Laundry Operations","English","Vinra Publishers","Skill India Vocational Series","2014","VC01VIN088"
"1127","Books","Hotel Operations Reports, Calculations, and Bookkeeping","Vocational Education","Hospitality & Hotel-Management","Hotel Operations Reports, Calculations, and Bookkeeping","English","Vinra Publishers","Skill India Vocational Series","2014","VC01VIN127"
"1126","Books","Hotel Information System","Vocational Education","Hotel Management And Leadership","Hotel Information System","English","Vinra Publishers","Skill India Vocational Series","2014","VC01VIN087"
"1125","Books","Hotel and Restaurant Management","Vocational Education","Hotel Management And Leadership","Hotel and Restaurant Management","English","Vinra Publishers","Skill India Vocational Series","2015","VC01VIN086"
"1124","Books","Hotel Accounting and Financial Management","Vocational Education","Hotel Management And Leadership","Hotel Accounting and Financial Management","English","Vinra Publishers","Skill India Vocational Series","2014","VC01VIN085"
"1123","Books","Hospitality Security Services","Vocational Education","Hospitality & Hotel-Management","Hospitality Security Services","English","Vinra Publishers","Skill India Vocational Series","2014","VC01VIN082"
"1122","Books","Hospitality Property Management","Vocational Education","Hospitality & Hotel-Management","Hospitality Property Management","English","Vinra Publishers","Skill India Vocational Series","2014","VC01VIN080"
"1121","Books","Hospitality Logistics Management","Vocational Education","Hospitality & Hotel-Management","Hospitality Logistics Management","English","Vinra Publishers","Skill India Vocational Series","2014","VC01VIN084"
"1120","Books","Hospitality Insurance and Risk Management","Vocational Education","Hospitality & Hotel-Management","Hospitality Insurance and Risk Management","English","Vinra Publishers","Skill India Vocational Series","2014","VC01VIN078"
"1119","Books","Hospitality E-Marketing","Vocational Education","Hospitality & Hotel-Management","Hospitality E-Marketing","English","Vinra Publishers","Skill India Vocational Series","2014","VC01VIN077"
"1118","Books","Hospitality Crisis and Emergency Management","Hospitality, Hotel and Tourism Management","Hotel Management & Leadership","Hospitality Crises And Emergency Management","English","Vinra Publishers","Hotel And Hospitality Series","2014","HM01VIN076"
"1117","Books","Hospitlity Automation and Computerisation","Vocational Education","Hospitality & Hotel-Management","Hospitlity Automation and Computerisation","English","Vinra Publishers","Skill India Vocational Series","2014","VC01VIN075"
"1116","Books","Hospitality Asset Management","Vocational Education","Hospitality & Hotel-Management","Hospitality Asset Management","English","Vinra Publishers","Skill India Vocational Series","2014","VC01VIN074"
"1115","Books","Hospitality And Tourism Marketing","Vocational Education","Travel and Tourism","Tourism Marketing, Public Relations & e-Marketing","English","Vinra Publishers","Skill India Vocational Series","2014","VC01VIN073"
"1114","Books","Hospital Support Service","Vocational Education","Hospitality & Hotel-Management","Hospital Support Service","English","Vinra Publishers","Skill India Vocational Series","2014","VC01VIN072"
"1113","Books","Hospital Resource and Operations Management","Vocational Education","Hospitality & Hotel-Management","Hospital Resource and Operations Management","English","Vinra Publishers","Skill India Vocational Series","2014","VC01VIN071"
"1112","Books","Green Hospitality Management","Vocational Education","Hotel Management And Leadership","Green Hospitality Management","English","Vinra Publishers","Skill India Vocational Series","2014","VC01VIN070"
"1111","Books","Global  Hospitality Management","Vocational Education","Hotel Management And Leadership","Global Hospitality Management","English","Vinra Publishers","Skill India Vocational Series","2015","VC01VIN069"
"1110","Books","Geography Of Tourism(World)","Vocational Education","Travel and Tourism","Geography Of Tourism(World)","English","Vinra Publishers","Skill India Vocational Series","2014","VC01VIN068"
"1109","Books","Geography Of Tourism(India)","Vocational Education","Travel and Tourism","Geography Of Tourism(India)","English","Vinra Publishers","Skill India Vocational Series","2014","VC01VIN064"
"1108","Books","Foundation & Development of Hotel Industry","Vocational Education","Hotel Management And Leadership","Foundation & Development of Hotel Industry","English","Vinra Publishers","Skill India Vocational Series","2014","VC01VIN014"
"1107","Books","Food And Beverage Service","Vocational Education","Food And Beverage","Food and Beverage Service","English","Vinra Publishers","Skill India Vocational Series","2014","VC01VIN054"
"1106","Books","Dimensions of International Tourism","Vocational Education","Resort-Management","Dimensions of International Tourism","English","Vinra Publishers","Skill India Vocational Series","2014","VC01VIN049"
"1105","Books","Destination Marketing and Management","Vocational Education","Resort-Management","Destination Marketing and Management","English","Vinra Publishers","Skill India Vocational Series","2014","VC01VIN113"
"1104","Books","Culinary Arts and Hospitality","Vocational Education","Hospitality & Hotel-Management","Culinary Arts and Hospitality","English","Vinra Publishers","Skill India Vocational Series","2014","VC01VIN042"
"1103","Books","Cruise Vacation Packages and international Cruise Destination","Vocational Education","Cruise-Management","Cruise Vacation Packages and international Cruise Destination","English","Vinra Publishers","Skill India Vocational Series","2014","VC01VIN041"
"1102","Books","Cruise Ports management","Vocational Education","Cruise-Management","Cruise Ports Management","English","Vinra Publishers","Skill India Vocational Series","2014","VC01VIN104"
"1101","Books","Cruise Marketing and Management","Vocational Education","Cruise-Management","Cruise Marketing and Management","English","Vinra Publishers","Skill India Vocational Series","2014","VC01VIN040"
"1100","Books","Conference and Events Management","Vocational Education","Hotel Management And Leadership","Conference and Events Management","English","Vinra Publishers","Skill India Vocational Series","2014","VC01VIN039"
"1099","Books","Coffee Shop Startup","Student Engagement/Enrichment & Life Skills","Start-Up Series","Catering Business Startup","English","Vinra Publishers","Skill India Vocational Series","2015","VC01VIN038"
"1098","Books","Catering Business Startup","Student Engagement/Enrichment & Life Skills","Start-Up Series","Catering Business Startup","English","Vinra Publishers","Skill India Vocational Series","2015","VC01VIN037"
"1097","Books","Catering and Kitchen startup","Student Engagement/Enrichment & Life Skills","Start-Up Series","Catering Business Startup","English","Vinra Publishers","Skill India Vocational Series","2014","VC01VIN036"
"1096","Books","Catering and Kitchen Management","Vocational Education","Catering And Restaurant","Catering and Kitchen Management","English","Vinra Publishers","Skill India Vocational Series","2014","VC01VIN035"
"1095","Books","Career and Working on Cruise","Vocational Education","Cruise-Management","Career And Working on Cruise","English","Vinra Publishers","Skill India Vocational Series","2014","VC01VIN034"
"1094","Books","Bed and Breakfast startup","Student Engagement/Enrichment & Life Skills","Start-Up Series","Catering and Kitchen startup","English","Vinra Publishers","Skill India Vocational Series","2015","VC01VIN029"
"1093","Books","Basics of Tourism","Vocational Education","Travel and Tourism","Basics of Tourism","English","Vinra Publishers","Skill India Vocational Series","2014","VC01VIN033"
"1092","Books","Bar Management","Vocational Education","Catering And Restaurant","Bar Management","English","Vinra Publishers","Skill India Vocational Series","2014","VC01VIN032"
"1091","Books","Automation in Tourism Industry, Airlines & Hospitality","Vocational Education","Travel and Tourism","Automation in Tourism Industry, Airlines & Hospitality","English","Vinra Publishers","Skill India Vocational Series","2014","VC01VIN031"
"1090","Books","Computer Engineering Technology","Computer Science & Engineering/Information Technology","Core Subjects (Covering Mathematics. Electrical and Electronics Subjects)","Computer Engineering Technology","English","Vinra Publishers","Computer Science Series","2014","CS01VIN008"
"1089","Class Notes","International Business-II","Business and Management","International Business Management","International Business","English","Vinra Publishing","SIM Material series","2019","DE01VIN061"
"1088","Class Notes","Fundamentals of Operating System","Computer Science & Engineering/Information Technology","Operating System/ system Software","Operating Systems","English","Vinra Publishing","SIM Material series","2019","DE01VIN068"
"1087","Class Notes","Fundamentals of Accountancy","Commerce & Accounting","Accounting-Commerce","Financial Accounting","English","Vinra Publishers","SIM Material series","2019","DE01VIN056"
"1086","Class Notes","General English","Humanities & Social Science","English Literature and Linguistics","English Grammar/Communication English & Academic Writing","English","Vinra Publishing","SIM Material series","2019","DE01VIN055"
"1085","Class Notes","Data Base Management System","Computer Science & Engineering/Information Technology","Database Design & Development/Advance Databases","Database Management Systems (DBMS)","English","Vinra Publishers","SIM Material series","2019","DE01VIN054"
"1084","Class Notes","Computer Network & Internet Technology","Computer Science & Engineering/Information Technology","Computer Networking and Networks","Computer Networks","English","Vinra Publishers","SIM Material series","2019","DE01VIN052"
"1083","Books","Digital Image Processing","Engineering and Technology","Electronics and Telecommunications Engineering","Digital Image Processing","English","Vinra Publishers","Skill India Vocational Series","2014","CS01VIN072"
"1081","Books","Computer programming","Computer Science & Engineering/Information Technology","Core Subjects (Covering Mathematics. Electrical and Electronics Subjects)","Computer Fundamental","English","Vinra Publishers","Computer Science Series","2014","CS01VIN081"
"1080","Books","Computer Network Management","Computer Science & Engineering/Information Technology","Computer Networking and Networks","Computer Network Management","English","Vinra Publishers","Computer Science Series","2015","CS01VIN016"
"1079","Class Notes","Accounting for Managers","Commerce & Accounting","Accounting-Commerce","Financial Accounting","English","Vinra Publishers","SIM Material series","2019","DE01VIN051"
"1078","Books","Sales Distribution and Supply Chain Management","Commerce & Accounting","Marketing and Sales","Marketing Specialist","English","Vinra Publishers","Skill India Vocational Series","2014","VC01VIN030"
"1077","Books","Project Management  Administration","Vocational Education","Mechanical-Engineering","Basic Mechanics","English","Vinra Publishers","Skill India Vocational Series","2015","VC01VIN026"
"1076","Books","Introduction to Informaton Technology","Vocational Education","Information-Technology","Introduction to Informaton Technology","English","Vinra Publishers","Skill India Vocational Series","2015","VC01VIN027"
"1075","Books","E-Business","Vocational Education","Marketing","Marketing Basics","English","Vinra Publishers","Skill India Vocational Series","2014","VC01VIN025"
"1074","Books","Cost And Management Accounting","Commerce & Accounting","Accounting-Commerce","Cost Accounting","English","Vinra Publishers","Accounting Series","2014","VC01VIN024"
"1073","Books","Bookkeeping Specialist","Commerce & Accounting","Accounting-Commerce","Bookkeeping Specialist","English","Vinra Publishers","Skill India Vocational Series","2015","VC01VIN128"
"1072","Books","Basic Physics","Vocational Education","Machinery Maintenance","Basics Physics","English","Vinra Publishers","Skill India Vocational Series","2015","VC01VIN018"
"1071","Books","Food Technology","Vocational Education","Food Technology","Food Technology","English","Vinra Publishers","Skill India Vocational Series","2014","VC01VIN017"
"1070","Books","Basic Electronics","Engineering and Technology (Diploma and Certification)","First Year/ Engineering Common for (Diploma and Certification)","Basic Electronics","English","Vinra Publishers","Skill India Vocational Series","2015","VC01VIN007"
"1069","Books","Basic Electrical Engineering","Vocational Education","Electrical and Electronic Engineering","Basic Electrical Engg","English","Vinra Publishers","Skill India Vocational Series","2014","VC01VIN023"
"1068","Books","Bakery and Confectionery Startup","Student Engagement/Enrichment & Life Skills","Start-Up Series","Catering Business Startup","English","Vinra Publishers","Skill India Vocational Series","2015","VC01VIN005"
"1067","Books","Automatice HVAC","Vocational Education","Automobile/Appliance repair Technician/Ref & Air-conditioning Technology","Automotive HVAC","English","Vinra Publishers","Skill India Vocational Series","2015","VC01VIN002"
"1066","Books","Air Conditionig & Refrigeration Technology","Vocational Education","Automobile/Appliance repair Technician/Ref & Air-conditioning Technology","Air Conditioning and Refrigeration Technology","English","Vinra Publishers","Skill India Vocational Series","2015","VC01VIN157"
"1065","Books","Principles of Technology","Vocational Education","IT & Computer Science","Computer Engineering Technology","English","Vinra Publishers","Skill India Vocational Series","2014","VC01VIN176"
"1064","Books","Food Preparation","Vocational Education","Hospitality & Hotel-Management","Food Preparation","English","Vinra Publishers","Skill India Vocational Series","2014","VC01VIN056"
"1063","Books","Entrepreneurship","Vocational Education","Hospitality & Hotel-Management","Entrepreneurship","English","Vinra Publishers","Skill India Vocational Series","2014","VC01VIN175"
"1062","Books","Culinary Nutrition","Vocational Education","Hospitality & Hotel-Management","Culinary Nutrition","English","Vinra Publishers","Skill India Vocational Series","2014","VC01VIN006"
"1060","Books","Culinary Nutrition","Hospitality, Hotel and Tourism Management","Catering & Restaurant Management","Culinary Nutrition","English","Vinra Publishers","Hotel And Hospitality Series","2014","HM01VIN006"
"1058","Books","Photocatalytic Semiconductors","Research Direct Series (Reference Books for Undergraduate & Postgraduate Courses","Electrical/Electronics & Communication Engineering-RDS","Photocatalytic Semiconductors","English","Vinra Publisher","Vinra Editors","2019","RD01VIN017"
"1057","Books","Petroleum Geoscience","Research Direct Series (Reference Books for Undergraduate & Postgraduate Courses","Geology, Earth Science, Oceanography, Mineralogy and Mining- RDS","Petroleum Geoscience","English","Vinra Publisher","Vinra Editors","2019","RD01VIN018"
